plotnumber,physiog_agg,analysis_name,analysis_name_w_layer,cover_percent,nlog_cover_percent
278,Mosses and Lichens,Tuckermannopsis,Tuckermannopsis,0.5,0.5
278,Mosses and Lichens,Usnea,Usnea,0.5,0.5
278,Seedling_Shrub,Vaccinium_vitis-idaea,Vaccinium_vitis-idaea#seed_shrb,3,1.1
278,Forbs and Graminoids,Woodsia_ilvensis,Woodsia_ilvensis,0.01,0.01
280,Sapling_Shrub,Betula_papyrifera,Betula_papyrifera#sapl_shrb,10,2.3
280,Forbs and Graminoids,Calamagrostis_canadensis,Calamagrostis_canadensis,0.25,0.25
280,Mosses and Lichens,Cladina,Cladina,2.25,0.81
280,Mosses and Lichens,Cladonia,Cladonia,0.5,0.5
280,Forbs and Graminoids,Cornus_canadensis,Cornus_canadensis,3,1.1
280,Mosses and Lichens,Dicranum,Dicranum,0.25,0.25
280,Forbs and Graminoids,Diphasiastrum_complanatum,Diphasiastrum_complanatum,0.5,0.5
280,Forbs and Graminoids,Equisetum_sylvaticum,Equisetum_sylvaticum,0.5,0.5
280,Mosses and Lichens,Evernia,Evernia,0.25,0.25
280,Forbs and Graminoids,Geocaulon_lividum,Geocaulon_lividum,1.5,0.41
280,Forbs and Graminoids,Leymus_innovatus,Leymus_innovatus,0.01,0.01
280,Forbs and Graminoids,Linnaea_borealis,Linnaea_borealis,0.25,0.25
280,Forbs and Graminoids,Lysimachia_borealis,Lysimachia_borealis,0.25,0.25
280,Forbs and Graminoids,Maianthemum_canadense,Maianthemum_canadense,3,1.1
280,Forbs and Graminoids,Melampyrum_lineare,Melampyrum_lineare,1.75,0.56
280,Forbs and Graminoids,Oryzopsis_asperifolia,Oryzopsis_asperifolia,0.25,0.25
280,Mosses and Lichens,Parmelia,Parmelia,0.25,0.25
280,Mosses and Lichens,Peltigera,Peltigera,1.5,0.41
280,Overstory_Tree,Picea_mariana,Picea_mariana#ostr_tree,0.5,0.5
280,Sapling_Shrub,Picea_mariana,Picea_mariana#sapl_shrb,3,1.1
280,Overstory_Tree,Pinus_banksiana,Pinus_banksiana#ostr_tree,5.91,1.78
280,Sapling_Shrub,Pinus_banksiana,Pinus_banksiana#sapl_shrb,0.5,0.5
280,Mosses and Lichens,Pleurozium,Pleurozium,3,1.1
280,Mosses and Lichens,Polytrichum,Polytrichum,0.5,0.5
280,Overstory_Tree,Populus_tremuloides,Populus_tremuloides#ostr_tree,10,2.3
280,Sapling_Shrub,Populus_tremuloides,Populus_tremuloides#sapl_shrb,0.5,0.5
280,Seedling_Shrub,Populus_tremuloides,Populus_tremuloides#seed_shrb,0.01,0.01
280,Mosses and Lichens,Ptilium,Ptilium,0.5,0.5
280,Seedling_Shrub,Rhododendron_groenlandicum,Rhododendron_groenlandicum#seed_shrb,3,1.1
280,Seedling_Shrub,Rosa_acicularis,Rosa_acicularis#seed_shrb,0.5,0.5
280,Mosses and Lichens,Stereocaulon,Stereocaulon,0.25,0.25
280,Mosses and Lichens,Usnea,Usnea,0.5,0.5
280,Seedling_Shrub,Vaccinium_myrtilloides,Vaccinium_myrtilloides#seed_shrb,3,1.1
280,Seedling_Shrub,Vaccinium_vitis-idaea,Vaccinium_vitis-idaea#seed_shrb,15,2.71
280,Mosses and Lichens,Vulpicida,Vulpicida,0.25,0.25
281,Sapling_Shrub,Alnus_viridis,Alnus_viridis#sapl_shrb,3,1.1
281,Sapling_Shrub,Betula_papyrifera,Betula_papyrifera#sapl_shrb,0.5,0.5
281,Mosses and Lichens,Cladina,Cladina,0.75,0.75
281,Mosses and Lichens,Cladonia,Cladonia,0.25,0.25
281,Forbs and Graminoids,Cornus_canadensis,Cornus_canadensis,0.25,0.25
281,Mosses and Lichens,Dicranum,Dicranum,0.5,0.5
281,Forbs and Graminoids,Equisetum_sylvaticum,Equisetum_sylvaticum,0.01,0.01
281,Mosses and Lichens,Evernia,Evernia,0.25,0.25
281,Mosses and Lichens,Hylocomium,Hylocomium,0.25,0.25
281,Mosses and Lichens,Hypogymnia,Hypogymnia,0.5,0.5
281,Forbs and Graminoids,Linnaea_borealis,Linnaea_borealis,0.25,0.25
281,Forbs and Graminoids,Lycopodium_clavatum,Lycopodium_clavatum,0.5,0.5
281,Mosses and Lichens,Parmelia,Parmelia,0.5,0.5
281,Mosses and Lichens,Peltigera,Peltigera,0.01,0.01
281,Overstory_Tree,Picea_mariana,Picea_mariana#ostr_tree,7.85,2.06
281,Sapling_Shrub,Picea_mariana,Picea_mariana#sapl_shrb,10,2.3
281,Seedling_Shrub,Picea_mariana,Picea_mariana#seed_shrb,0.01,0.01
281,Overstory_Tree,Pinus_banksiana,Pinus_banksiana#ostr_tree,15.85,2.76
281,Sapling_Shrub,Pinus_banksiana,Pinus_banksiana#sapl_shrb,3,1.1
281,Mosses and Lichens,Pleurozium,Pleurozium,75,4.32
281,Mosses and Lichens,Polytrichum,Polytrichum,0.25,0.25
281,Mosses and Lichens,Ptilium,Ptilium,0.25,0.25
281,Seedling_Shrub,Rhododendron_groenlandicum,Rhododendron_groenlandicum#seed_shrb,3,1.1
281,Mosses and Lichens,Stereocaulon,Stereocaulon,0.5,0.5
281,Mosses and Lichens,Usnea,Usnea,0.5,0.5
281,Seedling_Shrub,Vaccinium_myrtilloides,Vaccinium_myrtilloides#seed_shrb,1.75,0.56
281,Seedling_Shrub,Vaccinium_vitis-idaea,Vaccinium_vitis-idaea#seed_shrb,0.5,0.5
281,Mosses and Lichens,Vulpicida,Vulpicida,0.5,0.5
282,Forbs and Graminoids,Achillea_millefolium,Achillea_millefolium,0.5,0.5
282,Mosses and Lichens,Aulacomnium,Aulacomnium,0.5,0.5
282,Forbs and Graminoids,Botrypus_virginianus,Botrypus_virginianus,0.5,0.5
282,Forbs and Graminoids,Chamaenerion_angustifolium,Chamaenerion_angustifolium,0.25,0.25
282,Mosses and Lichens,Cladonia,Cladonia,0.25,0.25
282,Mosses and Lichens,Climacium,Climacium,1.5,0.41
282,Forbs and Graminoids,Cornus_canadensis,Cornus_canadensis,1.75,0.56
282,Forbs and Graminoids,Equisetum_arvense,Equisetum_arvense,0.25,0.25
282,Forbs and Graminoids,Equisetum_sylvaticum,Equisetum_sylvaticum,0.01,0.01
282,Mosses and Lichens,Evernia,Evernia,0.25,0.25
282,Forbs and Graminoids,Fragaria_virginiana,Fragaria_virginiana,0.5,0.5
282,Forbs and Graminoids,Galium_boreale,Galium_boreale,0.5,0.5
282,Forbs and Graminoids,Geocaulon_lividum,Geocaulon_lividum,0.5,0.5
282,Mosses and Lichens,Hypogymnia,Hypogymnia,0.25,0.25
282,Forbs and Graminoids,Linnaea_borealis,Linnaea_borealis,3,1.1
282,Seedling_Shrub,Lonicera_dioica,Lonicera_dioica#seed_shrb,1.75,0.56
282,Seedling_Shrub,Lonicera_villosa,Lonicera_villosa#seed_shrb,0.25,0.25
282,Forbs and Graminoids,Mertensia_paniculata,Mertensia_paniculata,0.25,0.25
282,Forbs and Graminoids,Mitella_nuda,Mitella_nuda,0.5,0.5
282,Forbs and Graminoids,Packera_paupercula,Packera_paupercula,0.5,0.5
282,Mosses and Lichens,Peltigera,Peltigera,1.5,0.41
282,Forbs and Graminoids,Petasites_frigidus,Petasites_frigidus,0.5,0.5
282,Sapling_Shrub,Picea_glauca,Picea_glauca#sapl_shrb,0.5,0.5
282,Seedling_Shrub,Picea_glauca,Picea_glauca#seed_shrb,21.2,3.05
282,Seedling_Shrub,Picea_mariana,Picea_mariana#seed_shrb,1.5,0.41
282,Mosses and Lichens,Pleurozium,Pleurozium,0.5,0.5
282,Forbs and Graminoids,Poa_pratensis,Poa_pratensis,0.01,0.01
282,Overstory_Tree,Populus_balsamifera,Populus_balsamifera#ostr_tree,36,3.58
282,Sapling_Shrub,Populus_balsamifera,Populus_balsamifera#sapl_shrb,3,1.1
282,Seedling_Shrub,Populus_balsamifera,Populus_balsamifera#seed_shrb,0.25,0.25
282,Overstory_Tree,Populus_tremuloides,Populus_tremuloides#ostr_tree,43.75,3.78
282,Sapling_Shrub,Populus_tremuloides,Populus_tremuloides#sapl_shrb,3,1.1
282,Seedling_Shrub,Rhododendron_groenlandicum,Rhododendron_groenlandicum#seed_shrb,5,1.61
282,Seedling_Shrub,Ribes_lacustre,Ribes_lacustre#seed_shrb,0.5,0.5
282,Seedling_Shrub,Ribes_oxyacanthoides,Ribes_oxyacanthoides#seed_shrb,0.25,0.25
282,Seedling_Shrub,Ribes_triste,Ribes_triste#seed_shrb,0.01,0.01
282,Seedling_Shrub,Rosa_acicularis,Rosa_acicularis#seed_shrb,2.98,1.09
282,Forbs and Graminoids,Rubus_pubescens,Rubus_pubescens,1.5,0.41
282,Forbs and Graminoids,Symphyotrichum_ciliolatum,Symphyotrichum_ciliolatum,0.5,0.5
282,Seedling_Shrub,Viburnum_edule,Viburnum_edule#seed_shrb,0.25,0.25
282,Forbs and Graminoids,Vicia_americana,Vicia_americana,0.01,0.01
282,Forbs and Graminoids,Viola_renifolia,Viola_renifolia,0.5,0.5
283,Mosses and Lichens,Cladina,Cladina,0.25,0.25
283,Mosses and Lichens,Cladonia,Cladonia,0.25,0.25
283,Forbs and Graminoids,Cornus_canadensis,Cornus_canadensis,0.25,0.25
283,Mosses and Lichens,Dicranum,Dicranum,0.5,0.5
283,Forbs and Graminoids,Equisetum_sylvaticum,Equisetum_sylvaticum,0.01,0.01
283,Mosses and Lichens,Evernia,Evernia,0.5,0.5
283,Mosses and Lichens,Hylocomium,Hylocomium,1.75,0.56
283,Mosses and Lichens,Hypogymnia,Hypogymnia,0.25,0.25
283,Mosses and Lichens,Parmelia,Parmelia,0.5,0.5
283,Mosses and Lichens,Peltigera,Peltigera,0.26,0.26
283,Sapling_Shrub,Picea_mariana,Picea_mariana#sapl_shrb,62.5,4.14
283,Seedling_Shrub,Picea_mariana,Picea_mariana#seed_shrb,1.5,0.41
283,Overstory_Tree,Pinus_banksiana,Pinus_banksiana#ostr_tree,3,1.1
283,Sapling_Shrub,Pinus_banksiana,Pinus_banksiana#sapl_shrb,3,1.1
283,Mosses and Lichens,Pleurozium,Pleurozium,75,4.32
283,Mosses and Lichens,Polytrichum,Polytrichum,0.5,0.5
283,Overstory_Tree,Populus_tremuloides,Populus_tremuloides#ostr_tree,3,1.1
283,Sapling_Shrub,Populus_tremuloides,Populus_tremuloides#sapl_shrb,10,2.3
283,Seedling_Shrub,Rhododendron_groenlandicum,Rhododendron_groenlandicum#seed_shrb,1.5,0.41
283,Seedling_Shrub,Rosa_acicularis,Rosa_acicularis#seed_shrb,0.01,0.01
283,Mosses and Lichens,Usnea,Usnea,0.5,0.5
283,Seedling_Shrub,Vaccinium_myrtilloides,Vaccinium_myrtilloides#seed_shrb,0.25,0.25
283,Seedling_Shrub,Vaccinium_vitis-idaea,Vaccinium_vitis-idaea#seed_shrb,0.25,0.25
283,Mosses and Lichens,Vulpicida,Vulpicida,0.5,0.5
284,Forbs and Graminoids,Achillea_millefolium,Achillea_millefolium,0.5,0.5
284,Sapling_Shrub,Alnus_viridis,Alnus_viridis#sapl_shrb,1.5,0.41
284,Seedling_Shrub,Arctostaphylos_uva-ursi,Arctostaphylos_uva-ursi#seed_shrb,1.75,0.56
284,Seedling_Shrub,Betula_papyrifera,Betula_papyrifera#seed_shrb,0.01,0.01
284,Mosses and Lichens,Bryoria,Bryoria,0.5,0.5
284,Mosses and Lichens,Bryum,Bryum,0.5,0.5
284,Forbs and Graminoids,Campanula_rotundifolia,Campanula_rotundifolia,0.5,0.5
284,Forbs and Graminoids,Chamaenerion_angustifolium,Chamaenerion_angustifolium,10,2.3
284,Mosses and Lichens,Cladina,Cladina,19.25,2.96
284,Mosses and Lichens,Cladonia,Cladonia,3,1.1
284,Mosses and Lichens,Cynodontium,Cynodontium,0.5,0.5
284,Mosses and Lichens,Dicranum,Dicranum,1.75,0.56
284,Mosses and Lichens,Eurhynchium,Eurhynchium,0.5,0.5
284,Mosses and Lichens,Flavocetraria,Flavocetraria,0.5,0.5
284,Forbs and Graminoids,Fragaria_virginiana,Fragaria_virginiana,0.5,0.5
284,Forbs and Graminoids,Geocaulon_lividum,Geocaulon_lividum,1.75,0.56
284,Mosses and Lichens,Hylocomium,Hylocomium,32.75,3.49
284,Seedling_Shrub,Juniperus_communis,Juniperus_communis#seed_shrb,6.5,1.87
284,Mosses and Lichens,Lecanora,Lecanora,0.5,0.5
284,Forbs and Graminoids,Linnaea_borealis,Linnaea_borealis,6.5,1.87
284,Seedling_Shrub,Lonicera_dioica,Lonicera_dioica#seed_shrb,1.5,0.41
284,Forbs and Graminoids,Mertensia_paniculata,Mertensia_paniculata,0.25,0.25
284,Mosses and Lichens,Parmeliopsis,Parmeliopsis,0.5,0.5
284,Mosses and Lichens,Peltigera,Peltigera,0.5,0.5
284,Mosses and Lichens,Phaeophyscia,Phaeophyscia,0.5,0.5
284,Overstory_Tree,Picea_mariana,Picea_mariana#ostr_tree,10,2.3
284,Sapling_Shrub,Picea_mariana,Picea_mariana#sapl_shrb,10,2.3
284,Seedling_Shrub,Picea_mariana,Picea_mariana#seed_shrb,2.98,1.09
284,Mosses and Lichens,Pleurozium,Pleurozium,32.75,3.49
284,Overstory_Tree,Populus_tremuloides,Populus_tremuloides#ostr_tree,10,2.3
284,Sapling_Shrub,Populus_tremuloides,Populus_tremuloides#sapl_shrb,3,1.1
284,Seedling_Shrub,Populus_tremuloides,Populus_tremuloides#seed_shrb,0.01,0.01
284,Mosses and Lichens,Ptilidium,Ptilidium,1,0.1
284,Mosses and Lichens,Ptilium,Ptilium,0.5,0.5
284,Forbs and Graminoids,Pulsatilla_patens,Pulsatilla_patens,0.5,0.5
284,Forbs and Graminoids,Pyrola_asarifolia,Pyrola_asarifolia,0.25,0.25
284,Mosses and Lichens,Ramalina,Ramalina,0.5,0.5
284,Seedling_Shrub,Rosa_acicularis,Rosa_acicularis#seed_shrb,10,2.3
284,Forbs and Graminoids,Rubus_pubescens,Rubus_pubescens,0.5,0.5
284,Mosses and Lichens,Sanionia,Sanionia,0.5,0.5
284,Seedling_Shrub,Shepherdia_canadensis,Shepherdia_canadensis#seed_shrb,0.01,0.01
284,Mosses and Lichens,Sphagnum,Sphagnum,0.5,0.5
284,Mosses and Lichens,Stereocaulon,Stereocaulon,0.5,0.5
284,Mosses and Lichens,Tuckermannopsis,Tuckermannopsis,0.5,0.5
284,Mosses and Lichens,Usnea,Usnea,0.5,0.5
284,Seedling_Shrub,Viburnum_edule,Viburnum_edule#seed_shrb,1.5,0.41
284,Mosses and Lichens,Vulpicida,Vulpicida,0.5,0.5
285,Forbs and Graminoids,Achillea_millefolium,Achillea_millefolium,0.5,0.5
285,Sapling_Shrub,Alnus_viridis,Alnus_viridis#sapl_shrb,3,1.1
285,Forbs and Graminoids,Aralia_nudicaulis,Aralia_nudicaulis,10,2.3
285,Sapling_Shrub,Betula_papyrifera,Betula_papyrifera#sapl_shrb,10,2.3
285,Forbs and Graminoids,Calamagrostis_canadensis,Calamagrostis_canadensis,0.01,0.01
285,Forbs and Graminoids,Chamaenerion_angustifolium,Chamaenerion_angustifolium,0.5,0.5
285,Forbs and Graminoids,Cornus_canadensis,Cornus_canadensis,0.5,0.5
285,Forbs and Graminoids,Fragaria_virginiana,Fragaria_virginiana,0.25,0.25
285,Forbs and Graminoids,Galium_boreale,Galium_boreale,0.5,0.5
285,Forbs and Graminoids,Galium_triflorum,Galium_triflorum,0.5,0.5
285,Forbs and Graminoids,Linnaea_borealis,Linnaea_borealis,0.25,0.25
285,Seedling_Shrub,Lonicera_dioica,Lonicera_dioica#seed_shrb,1.5,0.41
285,Forbs and Graminoids,Lysimachia_borealis,Lysimachia_borealis,1.75,0.56
285,Forbs and Graminoids,Maianthemum_canadense,Maianthemum_canadense,0.5,0.5
285,Forbs and Graminoids,Mitella_nuda,Mitella_nuda,0.25,0.25
285,Mosses and Lichens,Parmelia,Parmelia,0.5,0.5
285,Mosses and Lichens,Peltigera,Peltigera,0.5,0.5
285,Overstory_Tree,Populus_balsamifera,Populus_balsamifera#ostr_tree,3,1.1
285,Overstory_Tree,Populus_tremuloides,Populus_tremuloides#ostr_tree,66.25,4.19
285,Sapling_Shrub,Populus_tremuloides,Populus_tremuloides#sapl_shrb,0.5,0.5
285,Seedling_Shrub,Ribes_oxyacanthoides,Ribes_oxyacanthoides#seed_shrb,7.9,2.07
285,Seedling_Shrub,Rosa_acicularis,Rosa_acicularis#seed_shrb,5.91,1.78
285,Forbs and Graminoids,Rubus_pubescens,Rubus_pubescens,0.5,0.5
285,Seedling_Shrub,Symphoricarpos_albus,Symphoricarpos_albus#seed_shrb,0.25,0.25
285,Forbs and Graminoids,Symphyotrichum_ciliolatum,Symphyotrichum_ciliolatum,0.25,0.25
285,Seedling_Shrub,Viburnum_edule,Viburnum_edule#seed_shrb,5.91,1.78
285,Forbs and Graminoids,Vicia_americana,Vicia_americana,0.5,0.5
285,Forbs and Graminoids,Viola_renifolia,Viola_renifolia,0.5,0.5
286,Seedling_Shrub,Alnus_viridis,Alnus_viridis#seed_shrb,1.5,0.41
286,Seedling_Shrub,Arctous_rubra,Arctous_rubra#seed_shrb,0.25,0.25
286,Mosses and Lichens,Aulacomnium,Aulacomnium,0.5,0.5
286,Mosses and Lichens,Bryoria,Bryoria,1,0.1
286,Mosses and Lichens,Calypogeia,Calypogeia,0.5,0.5
286,Mosses and Lichens,Cladina,Cladina,15.25,2.72
286,Mosses and Lichens,Cladonia,Cladonia,22.75,3.12
286,Forbs and Graminoids,Coptidium_lapponicum,Coptidium_lapponicum,0.25,0.25
286,Mosses and Lichens,Dicranum,Dicranum,24.75,3.21
286,Forbs and Graminoids,Equisetum_scirpoides,Equisetum_scirpoides,0.25,0.25
286,Forbs and Graminoids,Equisetum_sylvaticum,Equisetum_sylvaticum,3,1.1
286,Mosses and Lichens,Evernia,Evernia,0.5,0.5
286,Forbs and Graminoids,Geocaulon_lividum,Geocaulon_lividum,3,1.1
286,Mosses and Lichens,Hylocomium,Hylocomium,45.25,3.81
286,Mosses and Lichens,Hypogymnia,Hypogymnia,0.5,0.5
286,Sapling_Shrub,Larix_laricina,Larix_laricina#sapl_shrb,10,2.3
286,Seedling_Shrub,Larix_laricina,Larix_laricina#seed_shrb,0.25,0.25
286,Mosses and Lichens,Parmelia,Parmelia,0.5,0.5
286,Forbs and Graminoids,Parnassia_palustris,Parnassia_palustris,1.5,0.41
286,Mosses and Lichens,Peltigera,Peltigera,7.5,2.01
286,Overstory_Tree,Picea_mariana,Picea_mariana#ostr_tree,38.44,3.65
286,Sapling_Shrub,Picea_mariana,Picea_mariana#sapl_shrb,37.5,3.62
286,Seedling_Shrub,Picea_mariana,Picea_mariana#seed_shrb,20.53,3.02
286,Mosses and Lichens,Pleurozium,Pleurozium,45.25,3.81
286,Mosses and Lichens,Pohlia,Pohlia,0.5,0.5
286,Mosses and Lichens,Ramalina,Ramalina,0.5,0.5
286,Seedling_Shrub,Rhododendron_groenlandicum,Rhododendron_groenlandicum#seed_shrb,20.25,3.01
286,Mosses and Lichens,Sphagnum,Sphagnum,0.75,0.75
286,Mosses and Lichens,Tomentypnum,Tomentypnum,0.5,0.5
286,Mosses and Lichens,Tuckermannopsis,Tuckermannopsis,0.5,0.5
286,Mosses and Lichens,Usnea,Usnea,1,0.1
286,Seedling_Shrub,Vaccinium_oxycoccos,Vaccinium_oxycoccos#seed_shrb,0.5,0.5
286,Seedling_Shrub,Vaccinium_vitis-idaea,Vaccinium_vitis-idaea#seed_shrb,6.5,1.87
287,Seedling_Shrub,Alnus_viridis,Alnus_viridis#seed_shrb,10,2.3
287,Seedling_Shrub,Amelanchier_alnifolia,Amelanchier_alnifolia#seed_shrb,0.25,0.25
287,Seedling_Shrub,Arctostaphylos_uva-ursi,Arctostaphylos_uva-ursi#seed_shrb,20.25,3.01
287,Sapling_Shrub,Betula_papyrifera,Betula_papyrifera#sapl_shrb,3,1.1
287,Mosses and Lichens,Bryum,Bryum,0.5,0.5
287,Forbs and Graminoids,Chamaenerion_angustifolium,Chamaenerion_angustifolium,3,1.1
287,Mosses and Lichens,Cladina,Cladina,0.75,0.75
287,Mosses and Lichens,Cladonia,Cladonia,3.5,1.25
287,Mosses and Lichens,Dicranum,Dicranum,0.25,0.25
287,Forbs and Graminoids,Fragaria_virginiana,Fragaria_virginiana,0.5,0.5
287,Forbs and Graminoids,Geocaulon_lividum,Geocaulon_lividum,3,1.1
287,Mosses and Lichens,Hylocomium,Hylocomium,1.5,0.41
287,Mosses and Lichens,Hypogymnia,Hypogymnia,0.5,0.5
287,Seedling_Shrub,Juniperus_communis,Juniperus_communis#seed_shrb,62.5,4.14
287,Forbs and Graminoids,Linnaea_borealis,Linnaea_borealis,0.5,0.5
287,Seedling_Shrub,Lonicera_dioica,Lonicera_dioica#seed_shrb,0.25,0.25
287,Mosses and Lichens,Orthotrichum,Orthotrichum,0.5,0.5
287,Mosses and Lichens,Parmelia,Parmelia,0.5,0.5
287,Mosses and Lichens,Peltigera,Peltigera,1.5,0.41
287,Sapling_Shrub,Picea_glauca,Picea_glauca#sapl_shrb,20,3
287,Seedling_Shrub,Picea_glauca,Picea_glauca#seed_shrb,1.5,0.41
287,Mosses and Lichens,Pleurozium,Pleurozium,1.75,0.56
287,Overstory_Tree,Populus_tremuloides,Populus_tremuloides#ostr_tree,20,3
287,Sapling_Shrub,Populus_tremuloides,Populus_tremuloides#sapl_shrb,37.5,3.62
287,Seedling_Shrub,Populus_tremuloides,Populus_tremuloides#seed_shrb,0.25,0.25
287,Mosses and Lichens,Ptilidium,Ptilidium,0.5,0.5
287,Forbs and Graminoids,Pulsatilla_patens,Pulsatilla_patens,0.01,0.01
287,Forbs and Graminoids,Pyrola_asarifolia,Pyrola_asarifolia,1.5,0.41
287,Seedling_Shrub,Ribes_lacustre,Ribes_lacustre#seed_shrb,0.5,0.5
287,Seedling_Shrub,Rosa_acicularis,Rosa_acicularis#seed_shrb,3,1.1
287,Mosses and Lichens,Schistidium,Schistidium,0.5,0.5
287,Seedling_Shrub,Shepherdia_canadensis,Shepherdia_canadensis#seed_shrb,11.5,2.44
287,Mosses and Lichens,Stereocaulon,Stereocaulon,0.5,0.5
287,Seedling_Shrub,Vaccinium_vitis-idaea,Vaccinium_vitis-idaea#seed_shrb,0.5,0.5
287,Seedling_Shrub,Viburnum_edule,Viburnum_edule#seed_shrb,0.5,0.5
287,Mosses and Lichens,Vulpicida,Vulpicida,0.5,0.5
288,Forbs and Graminoids,Achillea_millefolium,Achillea_millefolium,0.25,0.25
288,Sapling_Shrub,Alnus_viridis,Alnus_viridis#sapl_shrb,10,2.3
288,Seedling_Shrub,Alnus_viridis,Alnus_viridis#seed_shrb,1.5,0.41
288,Forbs and Graminoids,Aralia_nudicaulis,Aralia_nudicaulis,10,2.3
288,Forbs and Graminoids,Calamagrostis_canadensis,Calamagrostis_canadensis,0.26,0.26
288,Forbs and Graminoids,Chamaenerion_angustifolium,Chamaenerion_angustifolium,1.75,0.56
288,Forbs and Graminoids,Cornus_canadensis,Cornus_canadensis,3,1.1
288,Forbs and Graminoids,Galium_boreale,Galium_boreale,0.01,0.01
288,Mosses and Lichens,Hypogymnia,Hypogymnia,0.25,0.25
288,Forbs and Graminoids,Lathyrus_ochroleucus,Lathyrus_ochroleucus,0.01,0.01
288,Forbs and Graminoids,Linnaea_borealis,Linnaea_borealis,0.25,0.25
288,Forbs and Graminoids,Lysimachia_borealis,Lysimachia_borealis,0.25,0.25
288,Forbs and Graminoids,Maianthemum_canadense,Maianthemum_canadense,0.25,0.25
288,Forbs and Graminoids,Mitella_nuda,Mitella_nuda,0.25,0.25
288,Forbs and Graminoids,Oryzopsis_asperifolia,Oryzopsis_asperifolia,0.25,0.25
288,Mosses and Lichens,Parmelia,Parmelia,1.75,0.56
288,Mosses and Lichens,Peltigera,Peltigera,0.25,0.25
288,Forbs and Graminoids,Petasites_frigidus,Petasites_frigidus,1.51,0.41
288,Overstory_Tree,Populus_tremuloides,Populus_tremuloides#ostr_tree,70,4.25
288,Sapling_Shrub,Populus_tremuloides,Populus_tremuloides#sapl_shrb,10,2.3
288,Seedling_Shrub,Prunus_pensylvanica,Prunus_pensylvanica#seed_shrb,0.5,0.5
288,Forbs and Graminoids,Pyrola_asarifolia,Pyrola_asarifolia,0.26,0.26
288,Seedling_Shrub,Rhododendron_groenlandicum,Rhododendron_groenlandicum#seed_shrb,1.5,0.41
288,Seedling_Shrub,Ribes_oxyacanthoides,Ribes_oxyacanthoides#seed_shrb,0.01,0.01
288,Seedling_Shrub,Ribes_triste,Ribes_triste#seed_shrb,1.5,0.41
288,Seedling_Shrub,Rosa_acicularis,Rosa_acicularis#seed_shrb,1.75,0.56
288,Forbs and Graminoids,Rubus_pubescens,Rubus_pubescens,0.26,0.26
288,Forbs and Graminoids,Symphyotrichum_ciliolatum,Symphyotrichum_ciliolatum,0.25,0.25
288,Mosses and Lichens,Usnea,Usnea,0.5,0.5
288,Seedling_Shrub,Vaccinium_myrtilloides,Vaccinium_myrtilloides#seed_shrb,1.5,0.41
288,Seedling_Shrub,Viburnum_edule,Viburnum_edule#seed_shrb,8.09,2.09
288,Forbs and Graminoids,Vicia_americana,Vicia_americana,0.5,0.5
288,Forbs and Graminoids,Viola_renifolia,Viola_renifolia,0.5,0.5
290,Sapling_Shrub,Alnus_viridis,Alnus_viridis#sapl_shrb,3,1.1
290,Seedling_Shrub,Alnus_viridis,Alnus_viridis#seed_shrb,3,1.1
290,Seedling_Shrub,Arctostaphylos_uva-ursi,Arctostaphylos_uva-ursi#seed_shrb,1.5,0.41
290,Overstory_Tree,Betula_papyrifera,Betula_papyrifera#ostr_tree,1.5,0.41
290,Sapling_Shrub,Betula_papyrifera,Betula_papyrifera#sapl_shrb,20,3
290,Forbs and Graminoids,Calamagrostis_canadensis,Calamagrostis_canadensis,0.5,0.5
290,Mosses and Lichens,Cladina,Cladina,1.75,0.56
290,Forbs and Graminoids,Cornus_canadensis,Cornus_canadensis,0.25,0.25
290,Forbs and Graminoids,Dendrolycopodium_dendroideum,Dendrolycopodium_dendroideum,0.5,0.5
290,Mosses and Lichens,Dicranum,Dicranum,0.25,0.25
290,Forbs and Graminoids,Diphasiastrum_complanatum,Diphasiastrum_complanatum,0.25,0.25
290,Forbs and Graminoids,Lathyrus_ochroleucus,Lathyrus_ochroleucus,1.75,0.56
290,Forbs and Graminoids,Linnaea_borealis,Linnaea_borealis,0.5,0.5
290,Forbs and Graminoids,Lysimachia_borealis,Lysimachia_borealis,0.01,0.01
290,Forbs and Graminoids,Maianthemum_canadense,Maianthemum_canadense,1.75,0.56
290,Forbs and Graminoids,Melampyrum_lineare,Melampyrum_lineare,0.5,0.5
290,Forbs and Graminoids,Oryzopsis_asperifolia,Oryzopsis_asperifolia,1.75,0.56
290,Mosses and Lichens,Peltigera,Peltigera,0.25,0.25
290,Overstory_Tree,Pinus_banksiana,Pinus_banksiana#ostr_tree,10,2.3
290,Sapling_Shrub,Pinus_banksiana,Pinus_banksiana#sapl_shrb,0.5,0.5
290,Forbs and Graminoids,Piptatheropsis_pungens,Piptatheropsis_pungens,0.5,0.5
290,Mosses and Lichens,Pleurozium,Pleurozium,1.75,0.56
290,Mosses and Lichens,Polytrichum,Polytrichum,0.25,0.25
290,Overstory_Tree,Populus_tremuloides,Populus_tremuloides#ostr_tree,20,3
290,Sapling_Shrub,Populus_tremuloides,Populus_tremuloides#sapl_shrb,10,2.3
290,Seedling_Shrub,Populus_tremuloides,Populus_tremuloides#seed_shrb,1.5,0.41
290,Seedling_Shrub,Prunus_pensylvanica,Prunus_pensylvanica#seed_shrb,3,1.1
290,Seedling_Shrub,Rhododendron_groenlandicum,Rhododendron_groenlandicum#seed_shrb,0.5,0.5
