plotnumber,analysis_name,cover_percent
486,Equisetum_fluviatile,0.25
486,Eriophorum_vaginatum,0.5
486,Kalmia_polifolia,1.75
486,Larix_laricina,4.51
486,Maianthemum_trifolium,0.5
486,Picea_mariana,4.5
486,Vaccinium_oxycoccos,0.5
488,Alnus_viridis,4.75
488,Aralia_nudicaulis,0.5
488,Arctostaphylos_uva-ursi,0.5
488,Calamagrostis_canadensis,0.5
488,Dendrolycopodium_dendroideum,5
488,Goodyera_repens,0.25
488,Linnaea_borealis,0.5
488,Lysimachia_borealis,1.75
488,Maianthemum_canadense,1.75
488,Pinus_banksiana,37.5
488,Populus_tremuloides,20.25
488,Prunus_pensylvanica,0.25
488,Rhododendron_groenlandicum,3
488,Rosa_acicularis,0.5
488,Spinulum_annotinum,0.5
488,Vaccinium_myrtilloides,5.25
488,Vaccinium_vitis-idaea,0.5
489,Alnus_incana,1.5
489,Andromeda_polifolia,10.25
489,Betula_papyrifera,0.5
489,Betula_pumila,6.43
489,Calla_palustris,0.5
489,Carex_aquatilis,0.5
489,Chamaedaphne_calyculata,50
489,Comarum_palustre,0.25
489,Equisetum_fluviatile,0.5
489,Maianthemum_trifolium,0.5
489,Picea_mariana,1.5
489,Utricularia_intermedia,0.25
490,Equisetum_sylvaticum,0.5
490,Picea_mariana,4
490,Pinus_banksiana,57.5
490,Rhododendron_groenlandicum,28.75
490,Vaccinium_myrtilloides,11.5
490,Vaccinium_vitis-idaea,3
491,Alnus_viridis,16.43
491,Aralia_nudicaulis,1.75
491,Arctostaphylos_uva-ursi,3
491,Calamagrostis_canadensis,0.25
491,Campanula_rotundifolia,0.5
491,Chamaenerion_angustifolium,0.01
491,Cypripedium_acaule,0.5
491,Geocaulon_lividum,0.5
491,Linnaea_borealis,3
491,Maianthemum_canadense,3
491,Orthilia_secunda,0.5
491,Picea_glauca,3
491,Pinus_banksiana,39.38
491,Populus_tremuloides,0.5
491,Rosa_acicularis,0.5
491,Vaccinium_myrtilloides,3
491,Vaccinium_vitis-idaea,0.5
492,Alnus_viridis,39
492,Aralia_nudicaulis,1.5
492,Calamagrostis_canadensis,0.25
492,Chamaenerion_angustifolium,0.25
492,Cornus_canadensis,28.75
492,Dendrolycopodium_dendroideum,10
492,Linnaea_borealis,1.75
492,Lysimachia_borealis,0.25
492,Maianthemum_canadense,1.5
492,Populus_tremuloides,76.25
492,Prunus_pensylvanica,62.5
492,Rhododendron_groenlandicum,1.5
492,Rosa_acicularis,1.5
492,Rubus_pubescens,0.5
492,Spinulum_annotinum,3
492,Symphyotrichum_ciliolatum,0.25
492,Vaccinium_myrtilloides,10
492,Vaccinium_vitis-idaea,3
492,Viburnum_edule,17.55
492,Viola_renifolia,0.5
495,Betula_pumila,6.3
495,Caltha_palustris,1.3
495,Carex_aquatilis,1.25
495,Carex_chordorrhiza,0.05
495,Carex_diandra,1.25
495,Carex_disperma,0.05
495,Drosera_rotundifolia,0.1
495,Equisetum_fluviatile,0.05
495,Galium_labradoricum,0.01
495,Larix_laricina,37.6
495,Maianthemum_trifolium,1.25
495,Menyanthes_trifoliata,2.5
495,Picea_mariana,1.35
495,Rhododendron_groenlandicum,0.05
495,Rubus_idaeus,0.05
495,Vaccinium_oxycoccos,1.3
496,Achillea_millefolium,0.25
496,Amelanchier_alnifolia,0.01
496,Aralia_nudicaulis,1.5
496,Cornus_canadensis,0.25
496,Corylus_cornuta,1.5
496,Equisetum_pratense,1.5
496,Fragaria_virginiana,1.5
496,Galium_boreale,0.26
496,Lathyrus_ochroleucus,0.01
496,Lonicera_dioica,0.01
496,Lysimachia_borealis,0.25
496,Maianthemum_canadense,1.5
496,Mertensia_paniculata,1.5
496,Mitella_nuda,0.01
496,Moehringia_lateriflora,0.5
496,Petasites_frigidus,1.75
496,Picea_glauca,43.75
496,Populus_balsamifera,31.25
496,Populus_tremuloides,20.25
496,Pyrola_asarifolia,0.25
496,Rosa_acicularis,1.5
496,Rubus_pubescens,0.25
496,Sanicula_marilandica,0.01
496,Schizachne_purpurascens,0.25
496,Symphoricarpos_albus,1.5
496,Symphyotrichum_ciliolatum,0.25
496,Thalictrum_venulosum,1.5
496,Vaccinium_cespitosum,0.01
496,Viburnum_edule,5
496,Vicia_americana,0.25
496,Viola_canadensis,0.25
497,Equisetum_arvense,0.5
497,Equisetum_sylvaticum,0.5
497,Geocaulon_lividum,0.5
497,Orthilia_secunda,0.25
497,Picea_mariana,23.91
497,Pyrola_asarifolia,0.5
497,Pyrola_chlorantha,0.5
498,Achillea_millefolium,0.01
498,Amelanchier_alnifolia,0.5
498,Aralia_nudicaulis,3
498,Betula_papyrifera,4.5
498,Cornus_canadensis,3
498,Corylus_cornuta,0.25
498,Equisetum_arvense,0.5
498,Equisetum_pratense,0.25
498,Fragaria_virginiana,0.25
498,Galium_boreale,0.26
498,Lathyrus_ochroleucus,0.5
498,Linnaea_borealis,1.5
498,Lonicera_dioica,0.5
498,Lonicera_involucrata,0.01
498,Lysimachia_borealis,0.25
498,Maianthemum_canadense,0.5
498,Mertensia_paniculata,1.75
498,Mitella_nuda,1.75
498,Moehringia_lateriflora,0.25
498,Oryzopsis_asperifolia,0.5
498,Petasites_frigidus,1.5
498,Picea_glauca,25.4
498,Populus_tremuloides,20
498,Pyrola_asarifolia,0.25
498,Ribes_lacustre,0.01
498,Ribes_oxyacanthoides,0.01
498,Rosa_acicularis,0.26
498,Rubus_pubescens,1.5
498,Schizachne_purpurascens,0.5
498,Spinulum_annotinum,1.5
498,Symphoricarpos_albus,0.26
498,Symphyotrichum_ciliolatum,0.25
498,Thalictrum_venulosum,0.5
498,Vaccinium_myrtilloides,3
498,Viburnum_edule,3
498,Vicia_americana,0.25
500,Cornus_canadensis,0.5
500,Equisetum_arvense,0.01
500,Linnaea_borealis,0.01
500,Picea_glauca,55
500,Picea_mariana,6
500,Populus_tremuloides,3.01
500,Rhododendron_groenlandicum,0.5
500,Rosa_acicularis,0.01
500,Vaccinium_myrtilloides,0.5
501,Amelanchier_alnifolia,0.25
501,Apocynum_androsaemifolium,0.01
501,Aralia_nudicaulis,0.5
501,Arctostaphylos_uva-ursi,6.5
501,Campanula_rotundifolia,0.01
501,Equisetum_arvense,0.01
501,Maianthemum_canadense,0.5
501,Pinus_banksiana,62.5
501,Piptatheropsis_pungens,0.25
501,Prunus_pensylvanica,0.25
501,Rosa_acicularis,0.26
501,Vaccinium_myrtilloides,1.5
501,Vaccinium_vitis-idaea,0.5
502,Andromeda_polifolia,37.5
502,Betula_pumila,15
502,Caltha_palustris,0.5
502,Carex_aquatilis,0.25
502,Chamaedaphne_calyculata,5
502,Comarum_palustre,0.5
502,Equisetum_hyemale,0.25
502,Eriophorum_angustifolium,0.25
502,Larix_laricina,11.5
502,Maianthemum_trifolium,6.5
502,Menyanthes_trifoliata,0.5
502,Picea_mariana,0.5
502,Rhododendron_groenlandicum,1.5
502,Vaccinium_oxycoccos,3
506,Apocynum_androsaemifolium,0.5
506,Aralia_nudicaulis,3
506,Arctostaphylos_uva-ursi,23.75
506,Erigeron_glabellus,1.5
506,Maianthemum_canadense,3
506,Melampyrum_lineare,0.5
506,Oryzopsis_asperifolia,0.5
506,Picea_mariana,0.01
506,Pinus_banksiana,57.5
506,Rosa_acicularis,0.5
506,Solidago_canadensis,3
506,Symphyotrichum_puniceum,0.25
506,Tephroseris_palustris,0.5
506,Vaccinium_myrtilloides,3
506,Vaccinium_vitis-idaea,10
507,Andromeda_polifolia,10
507,Carex_utriculata,62.5
507,Chamaedaphne_calyculata,19
507,Kalmia_polifolia,0.5
507,Rhododendron_groenlandicum,1.5
507,Vaccinium_oxycoccos,5
508,Arctostaphylos_uva-ursi,31.25
508,Equisetum_pratense,0.25
508,Kalmia_polifolia,0.5
508,Picea_mariana,73.83
508,Pinus_banksiana,0.5
508,Rhododendron_groenlandicum,41.25
508,Vaccinium_myrtilloides,11.5
508,Vaccinium_oxycoccos,5
508,Vaccinium_vitis-idaea,6.5
509,Campanula_rotundifolia,3
509,Cornus_canadensis,0.01
509,Equisetum_arvense,0.5
509,Picea_mariana,71.7
509,Pinus_banksiana,23
509,Rhododendron_groenlandicum,20
509,Vaccinium_myrtilloides,15
509,Vaccinium_vitis-idaea,20
513,Anemonastrum_canadense,0.01
513,Aralia_nudicaulis,3
513,Chamaenerion_angustifolium,0.25
513,Cornus_canadensis,10
513,Cornus_sericea,1.5
513,Fragaria_virginiana,6.5
513,Galium_boreale,1.5
513,Galium_triflorum,1.5
513,Lathyrus_ochroleucus,6.5
513,Leymus_innovatus,0.25
513,Linnaea_borealis,10
513,Lonicera_dioica,1.5
513,Lysimachia_borealis,0.25
513,Maianthemum_canadense,1.5
513,Mertensia_paniculata,5.25
513,Mitella_nuda,1.5
513,Oryzopsis_asperifolia,0.5
513,Petasites_frigidus,0.5
513,Populus_tremuloides,87.76
513,Rosa_acicularis,15
513,Rubus_pubescens,1.75
513,Symphyotrichum_ciliolatum,0.25
513,Viburnum_edule,6.5
513,Vicia_americana,0.5
513,Viola_canadensis,0.25
513,Viola_renifolia,0.25
514,Alnus_incana,3
514,Aralia_nudicaulis,75
514,Chamaenerion_angustifolium,10
514,Cornus_canadensis,62.5
514,Endotropis_alnifolia,5
514,Equisetum_pratense,1.5
514,Linnaea_borealis,5
514,Maianthemum_canadense,3
514,Maianthemum_stellatum,3
514,Petasites_frigidus,3
514,Picea_glauca,3.49
514,Populus_tremuloides,41
514,Prosartes_trachycarpa,1.5
514,Rhododendron_groenlandicum,1.5
514,Rosa_acicularis,6.43
514,Rubus_pubescens,1.5
514,Vaccinium_myrtilloides,20
514,Viburnum_edule,32.28
515,Alnus_incana,6.24
515,Betula_papyrifera,1.5
515,Chamaenerion_angustifolium,0.25
515,Cornus_canadensis,28.75
515,Linnaea_borealis,1.75
515,Maianthemum_canadense,3
515,Maianthemum_stellatum,3
515,Picea_mariana,20
515,Pinus_banksiana,37.5
515,Populus_tremuloides,47.44
515,Rhododendron_groenlandicum,0.5
515,Vaccinium_myrtilloides,19
515,Vaccinium_vitis-idaea,10
516,Cornus_canadensis,0.5
516,Kalmia_polifolia,0.5
516,Picea_mariana,49
516,Pinus_banksiana,3
516,Rhododendron_groenlandicum,37.5
516,Vaccinium_myrtilloides,20
516,Vaccinium_vitis-idaea,1.75
517,Alnus_viridis,10
517,Aralia_nudicaulis,3
517,Betula_papyrifera,0.5
517,Chamaenerion_angustifolium,0.01
517,Cornus_canadensis,3
517,Dendrolycopodium_dendroideum,0.5
517,Diphasiastrum_complanatum,3
517,Linnaea_borealis,1.5
517,Lysimachia_borealis,0.5
517,Maianthemum_canadense,1.75
517,Picea_mariana,0.5
517,Pinus_banksiana,39
517,Populus_tremuloides,3.5
517,Rhododendron_groenlandicum,20
517,Spinulum_annotinum,3
517,Vaccinium_myrtilloides,6.5
517,Vaccinium_vitis-idaea,6.5
519,Alnus_incana,15
519,Amelanchier_alnifolia,1.5
519,Apocynum_androsaemifolium,5
519,Aralia_nudicaulis,20.25
519,Betula_papyrifera,0.51
519,Campanula_rotundifolia,3
519,Chamaenerion_angustifolium,5
519,Cornus_canadensis,28.75
519,Dendrolycopodium_dendroideum,1.5
519,Fragaria_virginiana,1.5
519,Galium_triflorum,0.25
519,Lathyrus_venosus,3
519,Linnaea_borealis,3
519,Lonicera_dioica,3
519,Maianthemum_canadense,5
519,Maianthemum_stellatum,6.5
519,Mertensia_paniculata,0.25
519,Petasites_frigidus,1.5
519,Populus_tremuloides,73.88
519,Prunus_pensylvanica,11.5
519,Pyrola_asarifolia,1.5
519,Rhododendron_groenlandicum,1.5
519,Rosa_acicularis,17.25
519,Rubus_pubescens,1.5
519,Symphoricarpos_albus,3
519,Vaccinium_myrtilloides,15
519,Vaccinium_vitis-idaea,0.25
519,Viburnum_edule,1.5
520,Actaea_rubra,0.01
520,Alnus_viridis,0.5
520,Aralia_nudicaulis,1.5
520,Cornus_canadensis,5.25
520,Corylus_cornuta,6.43
520,Fragaria_virginiana,1.75
520,Galium_boreale,0.5
520,Goodyera_repens,0.25
520,Lathyrus_ochroleucus,0.25
520,Linnaea_borealis,1.5
520,Lonicera_dioica,1.51
520,Lysimachia_borealis,1.75
520,Maianthemum_canadense,1.75
520,Mitella_nuda,0.25
520,Orthilia_secunda,0.25
520,Oryzopsis_asperifolia,0.25
520,Petasites_frigidus,3
520,Picea_glauca,13.25
520,Populus_tremuloides,24
520,Prosartes_trachycarpa,0.01
520,Prunus_virginiana,0.5
520,Pyrola_asarifolia,1.5
520,Rosa_acicularis,1.75
520,Rubus_pubescens,1.75
520,Schizachne_purpurascens,0.25
520,Symphyotrichum_ciliolatum,0.5
520,Viburnum_edule,6.5
520,Viola_renifolia,0.25
525,Alnus_viridis,13
525,Amelanchier_alnifolia,3.47
525,Aralia_nudicaulis,1.75
525,Arctostaphylos_uva-ursi,3
525,Chamaenerion_angustifolium,1.75
525,Cornus_canadensis,0.5
525,Corylus_cornuta,1.25
525,Fragaria_virginiana,1.75
525,Galium_boreale,0.5
525,Heuchera_richardsonii,0.5
525,Lathyrus_ochroleucus,1.75
525,Linnaea_borealis,6.5
525,Lonicera_dioica,0.25
525,Lysimachia_borealis,0.5
525,Maianthemum_canadense,3
525,Oryzopsis_asperifolia,1.5
525,Picea_glauca,0.5
525,Pinus_banksiana,47.5
525,Populus_tremuloides,0.5
525,Prunus_pensylvanica,4.99
525,Pulsatilla_patens,0.5
525,Ribes_triste,0.5
525,Rosa_acicularis,0.25
525,Rubus_idaeus,3.24
525,Spinulum_annotinum,31.25
525,Symphoricarpos_albus,3
525,Taraxacum_officinale,0.5
525,Vaccinium_myrtilloides,11.5
525,Vaccinium_vitis-idaea,0.5
525,Viburnum_edule,1
525,Viola_adunca,0.25
526,Amelanchier_alnifolia,20.23
526,Aralia_nudicaulis,6.5
526,Betula_papyrifera,3.5
526,Cornus_canadensis,6.5
526,Cornus_sericea,0.25
526,Corylus_cornuta,63.16
526,Galium_boreale,1.5
526,Lathyrus_ochroleucus,0.26
526,Leymus_innovatus,0.5
526,Linnaea_borealis,0.5
526,Lonicera_dioica,0.5
526,Lysimachia_borealis,0.26
526,Maianthemum_canadense,1.75
526,Orthilia_secunda,0.25
526,Oryzopsis_asperifolia,0.5
526,Petasites_frigidus,1.75
526,Pinus_banksiana,3.49
526,Populus_tremuloides,51.5
526,Prunus_pensylvanica,5.24
526,Pyrola_asarifolia,1.5
526,Rosa_acicularis,6.73
526,Rubus_pubescens,3
526,Schizachne_purpurascens,0.5
526,Symphoricarpos_albus,1.75
526,Symphyotrichum_ciliolatum,0.01
526,Vaccinium_myrtilloides,0.01
526,Viburnum_edule,6.43
526,Vicia_americana,0.5
526,Viola_renifolia,0.25
527,Alnus_incana,4.5
527,Betula_papyrifera,10
527,Calamagrostis_canadensis,0.25
527,Caltha_palustris,1.75
527,Chamaedaphne_calyculata,1.51
527,Comarum_palustre,0.5
527,Galium_trifidum,1.5
527,Larix_laricina,62.51
527,Lysimachia_borealis,0.25
527,Maianthemum_trifolium,3
527,Monotropa_uniflora,0.25
527,Orthilia_secunda,0.25
527,Picea_mariana,3.5
527,Pyrola_chlorantha,0.25
527,Rhododendron_groenlandicum,1.5
527,Rubus_arcticus,1.5
529,Kalmia_polifolia,0.5
529,Larix_laricina,0.5
529,Maianthemum_trifolium,1.5
529,Picea_mariana,45.5
529,Pinus_banksiana,0.5
529,Rhododendron_groenlandicum,28.75
529,Rubus_chamaemorus,1.75
529,Vaccinium_myrtilloides,0.25
529,Vaccinium_oxycoccos,0.5
529,Vaccinium_vitis-idaea,1.75
530,Aralia_nudicaulis,0.5
530,Betula_papyrifera,14.75
530,Cornus_canadensis,0.5
530,Goodyera_repens,0.25
530,Leymus_innovatus,0.5
530,Linnaea_borealis,1.75
530,Lysimachia_borealis,0.25
530,Maianthemum_canadense,0.01
530,Picea_mariana,4.75
530,Pinus_banksiana,39.38
530,Prunus_pensylvanica,0.25
530,Spinulum_annotinum,1.5
530,Vaccinium_myrtilloides,1.5
530,Vaccinium_vitis-idaea,0.25
531,Alnus_viridis,3
531,Amelanchier_alnifolia,3
531,Aralia_nudicaulis,15
531,Calamagrostis_canadensis,0.25
531,Chamaenerion_angustifolium,1.51
531,Cornus_canadensis,10
531,Linnaea_borealis,5
531,Lonicera_dioica,1.5
531,Lysimachia_borealis,3
531,Maianthemum_canadense,3
531,Orthilia_secunda,0.01
531,Populus_tremuloides,66.25
531,Prunus_pensylvanica,10.25
531,Pyrola_asarifolia,3
531,Rhododendron_groenlandicum,5
531,Rosa_acicularis,4.46
531,Rubus_pubescens,1.5
531,Symphoricarpos_albus,0.25
531,Vaccinium_myrtilloides,3
531,Vaccinium_vitis-idaea,1.5
531,Viburnum_edule,19.25
532,Amelanchier_alnifolia,4.75
532,Aralia_nudicaulis,0.25
532,Chamaenerion_angustifolium,1.75
532,Cornus_canadensis,1.75
532,Corylus_cornuta,70.4
532,Eurybia_conspicua,1.5
532,Galium_boreale,0.5
532,Lathyrus_ochroleucus,1.5
532,Lonicera_dioica,0.25
532,Maianthemum_canadense,0.5
532,Petasites_frigidus,1.5
532,Picea_glauca,37.5
532,Populus_tremuloides,88
532,Prosartes_trachycarpa,0.5
532,Pyrola_asarifolia,1.5
532,Ribes_triste,0.5
532,Rosa_acicularis,5.91
532,Rubus_idaeus,1.5
532,Rubus_pubescens,1.5
532,Shepherdia_canadensis,0.75
532,Symphoricarpos_albus,3
532,Thalictrum_venulosum,1.5
532,Viburnum_edule,0.5
532,Viola_canadensis,0.25
533,Alnus_viridis,45.64
533,Amelanchier_alnifolia,5.98
533,Aralia_nudicaulis,1.5
533,Betula_papyrifera,4.5
533,Chamaenerion_angustifolium,1.5
533,Cornus_canadensis,1.75
533,Corylus_cornuta,0.25
533,Fragaria_virginiana,0.5
533,Galium_boreale,0.5
533,Linnaea_borealis,0.25
533,Lysimachia_borealis,0.5
533,Maianthemum_canadense,1.75
533,Picea_glauca,3
533,Populus_tremuloides,62.5
533,Prunus_pensylvanica,1
533,Prunus_virginiana,0.5
533,Rosa_acicularis,5.91
533,Rubus_idaeus,9.31
533,Rubus_pubescens,1.5
533,Symphoricarpos_albus,5
533,Vaccinium_myrtilloides,3
533,Viburnum_edule,4.46
534,Actaea_rubra,0.5
534,Amelanchier_alnifolia,0.5
534,Apocynum_androsaemifolium,0.5
534,Aralia_nudicaulis,0.5
534,Chamaenerion_angustifolium,1.5
534,Cornus_canadensis,1.75
534,Corylus_cornuta,51.75
534,Galium_boreale,0.25
534,Lathyrus_ochroleucus,0.25
534,Lathyrus_venosus,0.01
534,Linnaea_borealis,0.25
534,Lysimachia_borealis,0.25
534,Maianthemum_canadense,1.75
534,Mertensia_paniculata,0.25
534,Orthilia_secunda,0.25
534,Petasites_frigidus,0.5
534,Populus_tremuloides,40.5
534,Prosartes_trachycarpa,0.26
534,Pyrola_asarifolia,0.26
534,Pyrola_chlorantha,0.25
534,Ribes_oxyacanthoides,0.5
534,Rosa_acicularis,3.49
534,Rubus_idaeus,1
534,Rubus_pubescens,3
534,Symphoricarpos_albus,1.75
534,Viburnum_edule,2.98
534,Vicia_americana,0.5
534,Viola_adunca,0.25
535,Alnus_viridis,45.4
535,Apocynum_androsaemifolium,3
535,Arctostaphylos_uva-ursi,0.5
535,Campanula_rotundifolia,0.5
535,Maianthemum_canadense,0.5
535,Pinus_banksiana,43.76
535,Piptatheropsis_pungens,0.25
535,Populus_tremuloides,14.5
535,Solidago_hispida,0.01
535,Symphyotrichum_ciliolatum,0.5
535,Vaccinium_myrtilloides,1.5
535,Vaccinium_vitis-idaea,0.25
536,Alnus_viridis,7.46
536,Amelanchier_alnifolia,1.5
536,Apocynum_androsaemifolium,0.25
536,Aralia_nudicaulis,3
536,Arctostaphylos_uva-ursi,0.5
536,Betula_papyrifera,20.4
536,Calamagrostis_canadensis,0.5
536,Chamaenerion_angustifolium,0.5
536,Cornus_canadensis,3
536,Goodyera_repens,0.5
536,Leymus_innovatus,0.25
536,Linnaea_borealis,0.25
536,Lysimachia_borealis,0.5
536,Maianthemum_canadense,1.75
536,Orthilia_secunda,0.5
536,Picea_glauca,1
536,Pinus_banksiana,40.51
536,Piptatheropsis_pungens,0.25
536,Populus_tremuloides,43.75
536,Prunus_pensylvanica,0.25
536,Rosa_acicularis,3
536,Schizachne_purpurascens,0.5
536,Spinulum_annotinum,1.5
536,Vaccinium_myrtilloides,6.5
536,Vaccinium_vitis-idaea,6.5
538,Amelanchier_alnifolia,1.75
538,Anemone_multifida,0.5
538,Apocynum_androsaemifolium,0.26
538,Arctostaphylos_uva-ursi,31.25
538,Leymus_innovatus,1.5
538,Maianthemum_canadense,1.75
538,Oryzopsis_asperifolia,0.01
538,Pinus_banksiana,39
538,Piptatheropsis_pungens,1.5
538,Populus_tremuloides,0.25
538,Rosa_acicularis,0.25
538,Vaccinium_myrtilloides,3
538,Vaccinium_vitis-idaea,10
539,Alnus_viridis,20
539,Aralia_nudicaulis,1.5
539,Arceuthobium_americanum,0.01
539,Arctostaphylos_uva-ursi,10
539,Betula_papyrifera,37.5
539,Calamagrostis_canadensis,0.25
539,Cornus_canadensis,1.75
539,Geocaulon_lividum,0.5
539,Linnaea_borealis,1.75
539,Lysimachia_borealis,0.25
539,Maianthemum_canadense,3
539,Orthilia_secunda,0.5
539,Pinus_banksiana,37.5
539,Spinulum_annotinum,1.5
539,Vaccinium_myrtilloides,11.5
539,Vaccinium_vitis-idaea,5.25
540,Amelanchier_alnifolia,0.25
540,Anemone_multifida,0.5
540,Arctostaphylos_uva-ursi,1.75
540,Campanula_rotundifolia,0.5
540,Leymus_innovatus,0.5
540,Maianthemum_canadense,1.75
540,Oryzopsis_asperifolia,0.25
540,Pinus_banksiana,37.75
540,Populus_tremuloides,0.25
540,Prunus_pensylvanica,0.25
540,Pyrola_chlorantha,0.5
540,Vaccinium_myrtilloides,0.26
540,Vaccinium_vitis-idaea,0.5
541,Amelanchier_alnifolia,13.24
541,Apocynum_androsaemifolium,0.5
541,Aralia_nudicaulis,10
541,Betula_papyrifera,0.5
541,Calamagrostis_canadensis,0.5
541,Chamaenerion_angustifolium,0.01
541,Coptis_trifolia,0.25
541,Cornus_canadensis,6.5
541,Corylus_cornuta,1.5
541,Equisetum_sylvaticum,0.01
541,Galium_boreale,0.01
541,Leymus_innovatus,1.5
541,Linnaea_borealis,3
541,Lysimachia_borealis,0.5
541,Maianthemum_canadense,1.75
541,Petasites_frigidus,0.01
541,Poa_palustris,0.5
541,Populus_balsamifera,0.01
541,Populus_tremuloides,50
541,Prunus_pensylvanica,0.5
541,Ribes_glandulosum,1.5
541,Rosa_acicularis,3.23
541,Rubus_idaeus,0.25
541,Rubus_pubescens,1.5
541,Schizachne_purpurascens,0.5
541,Spinulum_annotinum,0.25
541,Vaccinium_myrtilloides,0.5
541,Vaccinium_vitis-idaea,0.25
541,Viburnum_edule,3
541,Viola_renifolia,0.5
542,Alnus_viridis,42.5
542,Amelanchier_alnifolia,5
542,Aralia_nudicaulis,3
542,Calamagrostis_canadensis,1.75
542,Chamaenerion_angustifolium,0.25
542,Coptis_trifolia,0.25
542,Cornus_canadensis,3
542,Corylus_cornuta,4.75
542,Galium_boreale,0.5
542,Linnaea_borealis,11.5
542,Lysimachia_borealis,1.75
542,Maianthemum_canadense,3
542,Mertensia_paniculata,0.25
542,Populus_tremuloides,65.5
542,Prunus_pensylvanica,11.5
542,Rosa_acicularis,1.75
542,Rubus_idaeus,1.5
542,Rubus_pubescens,1.75
542,Spinulum_annotinum,0.25
542,Vaccinium_myrtilloides,0.5
542,Viburnum_edule,1.5
542,Viola_renifolia,0.5
543,Achillea_millefolium,0.5
543,Amelanchier_alnifolia,0.75
543,Betula_pumila,1
543,Campanula_rotundifolia,0.5
543,Chamaenerion_angustifolium,0.25
543,Cornus_canadensis,0.25
543,Equisetum_pratense,0.5
543,Equisetum_scirpoides,0.5
543,Fragaria_virginiana,0.25
543,Galium_boreale,0.25
543,Geocaulon_lividum,0.5
543,Larix_laricina,1
543,Linnaea_borealis,0.5
543,Maianthemum_canadense,0.5
543,Mitella_nuda,0.5
543,Petasites_frigidus,0.5
543,Picea_mariana,40.45
543,Rhododendron_groenlandicum,30.89
543,Rosa_acicularis,1.99
543,Rubus_arcticus,0.5
543,Rubus_pubescens,0.5
543,Vaccinium_myrtilloides,6.5
543,Vaccinium_vitis-idaea,1.75
543,Viola_adunca,0.5
544,Achillea_millefolium,0.5
544,Alnus_incana,10
544,Aralia_nudicaulis,1.51
544,Betula_papyrifera,3
544,Caltha_palustris,0.5
544,Chamaenerion_angustifolium,0.5
544,Cirsium_arvense,0.5
544,Corylus_cornuta,5
544,Elymus_lanceolatus,0.25
544,Equisetum_arvense,3
544,Fragaria_virginiana,0.5
544,Galium_boreale,0.25
544,Galium_triflorum,0.25
544,Lathyrus_venosus,0.25
544,Linnaea_borealis,3
544,Lonicera_involucrata,18.75
544,Lonicera_villosa,0.01
544,Lysimachia_borealis,0.5
544,Maianthemum_canadense,1.5
544,Maianthemum_stellatum,0.01
544,Mertensia_paniculata,6.5
544,Mitella_nuda,0.5
544,Petasites_frigidus,1.75
544,Picea_glauca,5
544,Populus_balsamifera,30
544,Populus_tremuloides,0.5
544,Pyrola_asarifolia,0.01
544,Ribes_glandulosum,0.5
544,Ribes_oxyacanthoides,1.5
544,Ribes_triste,1.5
544,Rosa_acicularis,0.5
544,Rubus_idaeus,0.26
544,Rubus_pubescens,0.25
544,Taraxacum_officinale,0.5
544,Thalictrum_venulosum,0.25
544,Vicia_americana,0.01
544,Viola_canadensis,1.75
545,Achillea_millefolium,0.26
545,Amelanchier_alnifolia,5
545,Aralia_nudicaulis,5.25
545,Betula_papyrifera,20
545,Chamaenerion_angustifolium,0.25
545,Cornus_canadensis,3
545,Corylus_cornuta,3
545,Fragaria_vesca,0.5
545,Fragaria_virginiana,0.5
545,Galium_boreale,0.26
545,Hieracium_umbellatum,0.5
545,Lathyrus_venosus,0.25
545,Linnaea_borealis,0.5
545,Lonicera_villosa,1.75
545,Maianthemum_canadense,0.26
545,Mertensia_paniculata,0.5
545,Petasites_frigidus,0.25
545,Picea_glauca,10.25
545,Populus_tremuloides,20
545,Prunus_virginiana,0.5
545,Rosa_acicularis,0.01
545,Rubus_pubescens,1.75
545,Taraxacum_officinale,0.25
545,Thalictrum_dasycarpum,5.25
545,Vicia_americana,0.25
545,Viola_canadensis,0.5
546,Betula_papyrifera,13
546,Betula_pumila,1.75
546,Carex_aquatilis,10.25
546,Chamaedaphne_calyculata,41.25
546,Drosera_rotundifolia,0.25
546,Equisetum_fluviatile,0.5
546,Eriophorum_vaginatum,0.25
546,Kalmia_polifolia,1.5
546,Menyanthes_trifoliata,1.5
546,Picea_mariana,5
547,Amelanchier_alnifolia,0.5
547,Betula_pumila,0.25
547,Chamaenerion_angustifolium,0.5
547,Equisetum_arvense,0.5
547,Equisetum_scirpoides,0.25
547,Larix_laricina,22.4
547,Linnaea_borealis,0.5
547,Maianthemum_canadense,0.5
547,Maianthemum_trifolium,0.5
547,Picea_mariana,47
547,Pyrola_chlorantha,0.25
547,Rhododendron_groenlandicum,10
547,Rubus_pubescens,0.25
547,Vaccinium_myrtilloides,0.25
547,Vaccinium_vitis-idaea,0.5
549,Actaea_rubra,0.5
549,Alnus_viridis,0.5
549,Amelanchier_alnifolia,1
549,Aralia_nudicaulis,10
549,Betula_papyrifera,1
549,Chamaenerion_angustifolium,0.5
549,Cornus_canadensis,6.5
549,Corylus_cornuta,5.91
549,Endotropis_alnifolia,1.5
549,Equisetum_pratense,0.5
549,Equisetum_sylvaticum,0.5
549,Fragaria_virginiana,1.75
549,Galium_boreale,1.75
549,Galium_triflorum,0.25
549,Lathyrus_ochroleucus,6.5
